,magic_pearson_score,magic_spearman_score,magic_slope_0_to_0.75,magic_slope_0.75_to_1,direction,log2fc
NASP,-0.6899684281325302,-0.6881063603924,-0.038805374821673365,-0.09628665530481047,down,1.31107937408522
ZNF431,-0.4662077233549874,-0.4568049656206057,-0.021595130687158737,-0.054741299709154534,down,1.341923641338758
MCM3,-0.7379010738979368,-0.7126974681682736,-0.02749272378841291,-0.07027596361706331,down,1.3539814846816065
EYA4,-0.6255238243208571,-0.6437679129946995,-0.05950862789725463,-0.15295874539852897,down,1.361971836395806
RPL35,-0.2785260513731898,-0.3504057117509456,-0.028374399874684972,-0.07401931416509656,down,1.3833118888522347
FAM13A,-0.62091884153991,-0.6311919418388579,-0.042494340047925856,-0.11502532950176744,down,1.4366089870324499
RBBP8,-0.36881902530018756,-0.3019245587631483,-0.018900124521686497,0.053768675273823514,down,1.5083701881026101
CADM4,-0.42268497140639316,-0.3964037441005189,-0.018513082518358766,-0.052868563752529914,down,1.513865003493701
RASSF8,-0.2985760252975074,-0.30522194014864085,-0.029633752676293874,-0.08555686402664425,down,1.5296422695513305
PABPC1,-0.3572974455303105,-0.3535987259457421,-0.055404045734864696,-0.16257577767251008,down,1.5530490906006402
MCM4,-0.6274130774150759,-0.6331158819866282,-0.022006109210551933,-0.06496439589355507,down,1.561745165386974
HSPA9,-0.5337016562424416,-0.5139317120196748,-0.024076516946936483,-0.07171432560831267,down,1.5746346412720413
MEGF6,-0.6548140233425298,-0.6289783790987611,-0.016902490263346844,-0.05035608534083787,down,1.5749303168721207
ZFPM2,-0.5267708810431019,-0.5939781125550183,-0.03293102720655359,-0.10201417628872893,down,1.6312502294173807
SAMD12,-0.38071900009898635,-0.3649829099402126,-0.057794044163233374,-0.18011986130686153,down,1.6399645401430507
POLA1,-0.5741753930459793,-0.5527068789719412,-0.022794592001476884,-0.07197368691492828,down,1.6587779768038826
AL357507.1,-0.8820092089509636,-0.8186608992063575,-0.23021209651783828,-0.7275813776336224,down,1.66014497582066
NXN,-0.4207564826214317,-0.42495267663640357,-0.018954681520472826,-0.06034218862266128,down,1.670612807932992
ZNF384,-0.4737550121680223,-0.43046636498278323,-0.01997778471357788,0.06410456426445472,down,1.6820304656602794
BCL2,-0.4541587981662696,-0.46070031327278094,-0.034998759851720594,-0.1138109126375276,down,1.7012631880182139
CLSPN,-0.7097708544672949,-0.7064834298965543,-0.02119983328578812,-0.0694933053901026,down,1.71282108351171
PPARG,-0.5196061191357223,-0.4884819664150801,-0.021999521562944643,-0.0747865518444893,down,1.7653067183651887
AL136456.1,-0.44539980695357745,-0.45934487821981895,-0.023303526242464925,-0.07981772402499979,down,1.7761608643877829
COTL1,-0.4507211884487803,-0.4681053366546298,-0.02040219279728142,-0.07059408190709897,down,1.7908230242933938
MT-CO2,-0.831386078507655,-0.8236604456912165,-0.6119463450269667,-2.131901568004297,down,1.8006637597713941
TERT,-0.7500721637797578,-0.7579951439427108,-0.030462268036714136,-0.10657737605697787,down,1.8068059540808727
MCM6,-0.6209113901542318,-0.62209710319031,-0.02016425328714632,-0.0705988973280097,down,1.8078456689181013
CPNE7,-0.3785651039609718,-0.3874727938213958,-0.01576324274097872,0.05569011983166862,down,1.8208570471304677
CENPP,-0.5923550916680026,-0.5931690732984933,-0.023696245132060385,-0.08461888968035397,down,1.8363212854606623
CACNB4,-0.39179629013499484,-0.38131089960586534,-0.019130022259995123,-0.07076383275999296,down,1.887173637970483
MCM7,-0.639392063039846,-0.6340478870056844,-0.017794297426489088,-0.0675592134540259,down,1.9247375599786363
KRT7,-0.7018645478068093,-0.7194377611515911,-0.036454216526076055,-0.13868273409792542,down,1.9276305837495449
NDRG1,-0.5668729041714551,-0.5648123085959829,-0.016096317969256424,-0.0619973258693156,down,1.9454752793080066
PPP1R13B,-0.3957106218464064,-0.38575346149677314,-0.015329386634459914,-0.060317206075084846,down,1.976269631294853
FAM111A,-0.6937705625844216,-0.6846074086769722,-0.022731149024932926,-0.08980106422027699,down,1.9820619302175913
UBC,-0.3415935254340203,-0.331401158026292,-0.017447203259041155,-0.06906225606826032,down,1.9849016689871517
NQO1,-0.5269519482026622,-0.5171914371227129,-0.03061999594122524,-0.12205677255121226,down,1.9950063512902967
