Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"11"	"0.09322"	"MEF2A_GM12878_HG19"	"MEF2A"	"17"	"871"	"0.007469"	"0.318"	"2.032"	"ENCODE--ChIP-seq"	"PANK3,ACTB,GLS,MEF2A,MBNL1,KCNQ5,TLN2,RPL41,ATR,APOLD1,EP300,ADNP,SQSTM1,SKIL,ITGB1,HSPB1,NFAT5"
"gene_set_query"	"12"	"0.1017"	"CEBPB_MYOCYTE_MM9"	"CEBPB"	"12"	"535"	"0.00799"	"0.318"	"2.342"	"ENCODE--ChIP-seq"	"MYC,ATG10,TMTC2,HACD2,LARS,MDFIC,FLNA,CMSS1,ZBTB38,CAMKMT,SQSTM1,SKIL"
"gene_set_query"	"13"	"0.1102"	"E2F1_HELAS3_HG19"	"E2F1"	"30"	"1854"	"0.008446"	"0.318"	"1.679"	"ENCODE--ChIP-seq"	"CCNH,MEF2A,ACTN1,ATG10,HIF1A,HACD2,DNAH14,CCDC88A,CALU,ATR,RALGPS2,KANK2,GPC1,FLNA,RANBP2,PPP1CB,SMCHD1,COL4A4,ADNP,LPP,ZMAT3,SKIL,HMGA2,AHI1,ITGB1,ERC1,DSP,DSG2,MAT2A,ADSS"
"gene_set_query"	"14"	"0.1186"	"STAT3_HELAS3_HG19"	"STAT3"	"29"	"1780"	"0.008631"	"0.318"	"1.691"	"ENCODE--ChIP-seq"	"GLS,MYC,RPL37,MBNL1,WSB1,ACSL4,TLN2,INTU,HACD2,LARS,NR2F1,CCDC88A,SMG1,SLC20A2,FSTL1,GPC1,CASC4,PPP1CB,CAPN2,SPECC1L,COL4A5,ADAM9,ATP6V1A,LPP,PHF21A,TPR,HSPB1,LAMC1,BICD1"
"gene_set_query"	"15"	"0.1271"	"RELA_GM19193_HG19"	"RELA"	"29"	"1820"	"0.01124"	"0.374"	"1.653"	"ENCODE--ChIP-seq"	"PANK3,ACTB,RPL37,PIK3R1,HIF1A,HACD2,LRBA,PRRC2C,RPS25,MLLT10,RPS27,ATR,SMG1,GDI2,XPO1,CAP1,APOLD1,SF3B1,SNX14,SMCHD1,CAMKMT,ADAM9,ITPR2,ZMAT3,TPR,SKIL,RASA1,NFAT5,MAT2A"
"gene_set_query"	"16"	"0.1356"	"MAZ_MELCELLLINE_MM9"	"MAZ"	"28"	"1766"	"0.01314"	"0.403"	"1.645"	"ENCODE--ChIP-seq"	"CCNH,ACTB,MEF2A,MXRA8,PIK3R1,PRELID2,LRBA,PRRC2C,CCDC88A,NCEH1,RALGPS2,CAP1,ANKRD50,MYEF2,TAOK1,MSI2,IGF1R,CAPN2,EP300,ADAM9,RASAL2,PHF21A,TMEM245,SKIL,SMAD5,LAMC1,HIBCH,NFAT5"
"gene_set_query"	"17"	"0.1441"	"FOSL1_HCT116_HG19"	"FOSL1"	"8"	"319"	"0.01475"	"0.419"	"2.626"	"ENCODE--ChIP-seq"	"MBNL1,TLN2,ATR,CAPN2,ADAM9,LAMC1,SH3D19,DST"
"gene_set_query"	"18"	"0.1525"	"MAFK_ESE14_MM9"	"MAFK"	"20"	"1169"	"0.01519"	"0.419"	"1.777"	"ENCODE--ChIP-seq"	"LDLRAD3,ACTB,PPP4R1,MYC,WSB1,TSPAN9,LARS,RPS29,SLC35F6,GDI2,UCHL1,ANKRD36,MSI2,PPIP5K2,SQSTM1,LAMC1,SHROOM3,NFAT5,EHBP1,EYA4"
"gene_set_query"	"19"	"0.161"	"BHLHE40_HEPG2_HG19"	"BHLHE40"	"31"	"2060"	"0.01829"	"0.481"	"1.56"	"ENCODE--ChIP-seq"	"PANK3,ULK4,SMC6,RPL37,MEF2A,DDX17,ACTN1,ATG10,MXRA8,HIF1A,LARS,PRELID2,PRRC2C,MLLT10,RPS27,NCEH1,CALU,ATR,SMG1,AKAP10,SLC20A2,SF3B1,RANBP2,MYO9A,CASC4,PPP1CB,HMGA2,SMAD5,TMEM232,DSP,NFAT5"
"gene_set_query"	"20"	"0.1695"	"GATA2_SHSY5Y_HG19"	"GATA2"	"28"	"1836"	"0.02017"	"0.484"	"1.581"	"ENCODE--ChIP-seq"	"SMC6,CDC27,DLEU1,RPL37,DDX17,WSB1,RNPC3,DNAH14,RPS27,CALU,ATR,COX7C,UCHL1,AKAP10,XPO1,RALGPS2,ANKRD50,RANBP2,MIR99AHG,RORA,CAMKMT,SPECC1L,TPR,SMAD5,HSPB1,HIBCH,MAT2A,SLIT3"
"gene_set_query"	"21"	"0.178"	"ZBTB33_SKNSH_HG19"	"ZBTB33"	"19"	"1135"	"0.02111"	"0.485"	"1.738"	"ENCODE--ChIP-seq"	"RPL4,CCNH,SMC6,RNPC3,LARS,RPL41,NR2F1,SMARCA1,ATR,AHCTF1,GDI2,ANKRD50,MYEF2,TAOK1,CASC4,ADNP,HIBCH,NFAT5,ADSS"
"gene_set_query"	"22"	"0.1864"	"ESR1_ECC1_HG19"	"ESR1"	"11"	"554"	"0.02361"	"0.521"	"2.068"	"ENCODE--ChIP-seq"	"MEF2A,TLN2,KALRN,RALGPS2,KANK2,CDH2,CAPN2,FUT8,SKIL,LAMC1,SLIT3"
"gene_set_query"	"23"	"0.1949"	"MYOG_MYOCYTE_MM9"	"MYOG"	"44"	"3208"	"0.02596"	"0.525"	"1.42"	"ENCODE--ChIP-seq"	"ULK4,ACTB,GLS,MYC,MEF2A,CCBE1,ATG10,ACSL4,ZFPM2,PIK3R1,HIF1A,RPL41,LRBA,CCDC88A,NCEH1,CALU,DENND1B,SMG1,AKAP10,NT5E,ANKRD50,RANBP2,MYEF2,CMSS1,GPAM,SNX14,TAOK1,MSI2,IGF1R,PPP1CB,CAPN2,LEPR,CAMKMT,NOTCH2,RASAL2,ZMAT3,HMGA2,SMAD5,AHI1,ITGB1,LAMC1,L3MBTL4,NFAT5,PCED1B"
"gene_set_query"	"24"	"0.2034"	"TFAP2A_HELAS3_HG19"	"TFAP2A"	"27"	"1810"	"0.02757"	"0.525"	"1.546"	"ENCODE--ChIP-seq"	"PPP4R1,MYC,DDX17,ACTN1,HACD2,PRELID2,RPL41,RPS25,NCEH1,SMG1,KANK1,GPC1,MYO9A,SNX14,ANKRD36,CASC4,CAPN2,COL4A4,ITPR2,RASAL2,LPP,FUT8,SKIL,ITGB1,ERC1,HIBCH,PARD3B"
"gene_set_query"	"25"	"0.2119"	"TFAP2C_HELAS3_HG19"	"TFAP2C"	"27"	"1822"	"0.02946"	"0.541"	"1.536"	"ENCODE--ChIP-seq"	"PPP4R1,DDX17,WSB1,TLN2,PRELID2,RPS25,MLLT10,NCEH1,SMG1,KANK1,RANBP2,MYO9A,SNX14,ANKRD36,CASC4,CAPN2,COL4A4,ADAM9,ITPR2,RASAL2,LPP,SKIL,ITGB1,ERC1,HIBCH,PARD3B,DSG2"
"gene_set_query"	"26"	"0.2203"	"ZNF217_MCF7_HG19"	"ZNF217"	"22"	"1423"	"0.03038"	"0.541"	"1.603"	"ENCODE--ChIP-seq"	"MYC,RPL37,TMTC2,LRBA,CCDC88A,RPS29,ATR,DENND1B,COX7C,SPIN1,NFIB,CASC4,FRY,PHF21A,SCIN,HMGA2,HSPB1,LAMC1,ERC1,DST,TRPC1,PARD3B"
"gene_set_query"	"27"	"0.2288"	"KDM5B_H1HESC_HG19"	"KDM5B"	"27"	"1846"	"0.03354"	"0.579"	"1.515"	"ENCODE--ChIP-seq"	"RPL4,ZNF609,PPP4R1,CDC27,RPL37,DDX17,ACSL4,ZFPM2,DNAH14,CCDC88A,GDI2,AKAP10,SLC2A13,CASC4,IGF1R,COL4A2,COL4A1,ITPR2,SCIN,SKIL,HMGA2,HSPB1,LAMC1,BICD1,RASA1,ADSS,NECTIN3"
"gene_set_query"	"28"	"0.2373"	"USF2_MELCELLLINE_MM9"	"USF2"	"26"	"1814"	"0.04367"	"0.677"	"1.485"	"ENCODE--ChIP-seq"	"PANK3,CCNH,LDLRAD3,GLS,MEF2A,WSB1,ACTN1,ATG10,INTU,HIF1A,PRRC2C,MLLT10,ATR,SLC35F6,SMG1,AKAP10,CAP1,KANK2,RANBP2,MYO9A,MSI2,IGF1R,CAMKMT,ADNP,ATP6V1A,BMP2K"
"gene_set_query"	"29"	"0.2458"	"ETS1_CH12LX_MM9"	"ETS1"	"24"	"1661"	"0.04676"	"0.677"	"1.497"	"ENCODE--ChIP-seq"	"PANK3,CCNH,GLS,MYC,MBNL1,PIK3R1,HIF1A,RPL41,GDI2,AKAP10,SF3B1,CMSS1,LOXL1,PPP1CB,SMCHD1,PPIP5K2,EP300,ZBTB38,NOTCH2,LPP,PHF21A,TPR,UQCC1,RASA1"
"gene_set_query"	"30"	"0.2542"	"NRF1_H1HESC_HG19"	"NRF1"	"26"	"1836"	"0.04876"	"0.677"	"1.467"	"ENCODE--ChIP-seq"	"GLS,CCDC93,MEF2A,WSB1,ATG10,PIK3R1,DNAH14,CCDC88A,RPS29,CALU,ATR,SPIN1,RALGPS2,SF3B1,GPAM,SNX14,FRY,CAMKMT,SPECC1L,ZMAT3,TPR,SMAD5,AHI1,DSG2,NFAT5,MAT2A"
"gene_set_query"	"31"	"0.2627"	"ZZZ3_GM12878_HG19"	"ZZZ3"	"6"	"271"	"0.05252"	"0.677"	"2.312"	"ENCODE--ChIP-seq"	"RPL37,RPL41,NR2F1,CASC4,PHF21A,HMGA2"
"gene_set_query"	"32"	"0.2712"	"FOSL2_SKNSH_HG19"	"FOSL2"	"8"	"412"	"0.05309"	"0.677"	"2.022"	"ENCODE--ChIP-seq"	"INTU,GPC1,LOXL1,CAPN2,PHF21A,AHI1,LAMC1,SH3D19"
"gene_set_query"	"33"	"0.2797"	"GTF2B_K562_HG19"	"GTF2B"	"26"	"1855"	"0.05349"	"0.677"	"1.451"	"ENCODE--ChIP-seq"	"ACTB,GLS,CDC27,MEF2A,WSB1,ATG10,RNPC3,LARS,PRRC2C,RPS27,NCEH1,RPS29,CALU,ATR,COX7C,AKAP10,XPO1,SLC20A2,APOLD1,RANBP2,PPP1CB,DSC2,ITGB1,BMP2K,NFAT5,MAT2A"
"gene_set_query"	"34"	"0.2881"	"GATA3_MCF7_HG19"	"GATA3"	"26"	"1890"	"0.06303"	"0.711"	"1.424"	"ENCODE--ChIP-seq"	"CCNH,MYC,CDC27,MBNL1,TMTC2,LRBA,DNAH14,PRRC2C,SMARCA1,ATR,COX7C,XPO1,SLC2A13,ANKRD50,RANBP2,NFIB,FRY,LPP,TPR,SKIL,SMAD5,HSPB1,LAMC1,PARD3B,THSD4,PCED1B"
"gene_set_query"	"35"	"0.2966"	"FOS_ENDOTHELIALCELLOFUMBILICALVEIN_HG19"	"FOS"	"25"	"1814"	"0.06575"	"0.711"	"1.427"	"ENCODE--ChIP-seq"	"PANK3,ULK4,ACTB,PIK3R1,PRELID2,NR2F1,CCDC88A,RPS27,NCEH1,RPS29,CAP1,MDFIC,SLC20A2,PPP1CB,CDH2,TPR,SKIL,HMGA2,AHI1,ITGB1,ERC1,SH3D19,ALS2,NFAT5,MAT2A"
"gene_set_query"	"36"	"0.3051"	"TCF12_SKNSH_HG19"	"TCF12"	"12"	"744"	"0.06824"	"0.711"	"1.674"	"ENCODE--ChIP-seq"	"GLS,MBNL1,MXRA8,NR2F1,APOLD1,LOXL1,CAPN2,ADAM9,SH3D19,DST,PCED1B,NECTIN3"
"gene_set_query"	"37"	"0.3136"	"PRDM1_HELAS3_HG19"	"PRDM1"	"21"	"1487"	"0.06971"	"0.711"	"1.462"	"ENCODE--ChIP-seq"	"MYC,CDC27,MEF2A,LARS,NR2F1,PRRC2C,RPS29,SMG1,FSTL1,IGF1R,PPP1CB,EFEMP1,COL4A5,RASAL2,LPP,PHF21A,ZMAT3,LAMC1,ALS2,NFAT5,NECTIN3"
"gene_set_query"	"38"	"0.322"	"MXI1_H1HESC_HG19"	"MXI1"	"25"	"1827"	"0.0698"	"0.711"	"1.416"	"ENCODE--ChIP-seq"	"LDLRAD3,SOX4,MEF2A,CCBE1,ACTN1,ACSL4,INTU,TMTC2,HACD2,LARS,CCDC88A,RPS27,RPS29,ATR,SF3B1,RANBP2,MYEF2,GPAM,FRY,CAMKMT,COL4A1,ITPR2,RASAL2,PHF21A,AHI1"
"gene_set_query"	"39"	"0.3305"	"GATA1_ERYTHROBLAST_HG19"	"GATA1"	"28"	"2088"	"0.0708"	"0.711"	"1.388"	"ENCODE--ChIP-seq"	"SMC6,MYC,DLEU1,RPL37,DDX17,PIK3R1,RNPC3,HIF1A,LRBA,DNAH14,NR2F1,PRRC2C,RPS25,CCDC88A,RPS29,GDI2,COX7C,SLC20A2,APOLD1,RANBP2,GPAM,CAMKMT,SPECC1L,TPR,SPECC1,HIBCH,ALS2,ADSS"
"gene_set_query"	"40"	"0.339"	"TAL1_MEGAKARYOCYTE_MM9"	"TAL1"	"11"	"680"	"0.0767"	"0.72"	"1.679"	"ENCODE--ChIP-seq"	"ULK4,SMC6,LARS,RPL41,GDI2,MYO9A,RORA,ITPR2,ZMAT3,SHROOM3,NAV1"
"gene_set_query"	"41"	"0.3475"	"FOXA2_A549_HG19"	"FOXA2"	"18"	"1276"	"0.08684"	"0.761"	"1.461"	"ENCODE--ChIP-seq"	"MYC,DLEU1,DDX17,WSB1,MLLT10,CCDC88A,ATR,AKAP10,SLC20A2,RANBP2,CHRM3,PPP1CB,NOTCH2,COL5A2,ITGB1,HSPB1,ALS2,NFAT5"
"gene_set_query"	"42"	"0.3559"	"SRF_ECC1_HG19"	"SRF"	"20"	"1461"	"0.09334"	"0.78"	"1.417"	"ENCODE--ChIP-seq"	"CCNH,MYC,RPL37,TSPAN9,NR2F1,CCDC88A,TAGLN,SLC20A2,FLNA,RANBP2,GPAM,CASC4,LOXL1,CAPN2,RASAL2,LPP,TPR,HSPB1,NFAT5,ADSS"
"gene_set_query"	"43"	"0.3644"	"CTCF_SKINFIBROBLAST_HG19"	"CTCF"	"24"	"1809"	"0.09416"	"0.78"	"1.373"	"ENCODE--ChIP-seq"	"DLEU1,CCBE1,COL8A1,TMTC2,PIK3R1,CCDC88A,NCEH1,MDFIC,RANBP2,MYO9A,GPAM,PPP1CB,SMCHD1,EP300,SPECC1L,ATP6V1A,RASAL2,SPECC1,UQCC1,AHI1,HIBCH,BMP2K,ADSS,NECTIN3"
"gene_set_query"	"44"	"0.3729"	"MYC_A549_HG19"	"MYC"	"24"	"1839"	"0.1066"	"0.788"	"1.35"	"ENCODE--ChIP-seq"	"LDLRAD3,RPL37,PIK3R1,HACD2,LARS,RPL41,MLLT10,CCDC88A,GDI2,AKAP10,CNKSR2,GPC1,RANBP2,MYO9A,SNX14,COL4A5,RASAL2,PHF21A,SKIL,AHI1,LAMC1,RASA1,NFAT5,EYA4"
"gene_set_query"	"45"	"0.3814"	"CUX1_GM12878_HG19"	"CUX1"	"24"	"1845"	"0.1092"	"0.788"	"1.346"	"ENCODE--ChIP-seq"	"RPL4,ULK4,ACTB,MYC,CDC27,DLEU1,RPL37,SOX4,HIF1A,LRBA,RPS27,NCEH1,CALU,ATR,AKAP10,CAP1,NT5E,SF3B1,GPAM,RASAL2,SPECC1,HIBCH,ALS2,MAT2A"
"gene_set_query"	"46"	"0.3898"	"SPI1_K562_HG19"	"SPI1"	"19"	"1415"	"0.1128"	"0.788"	"1.39"	"ENCODE--ChIP-seq"	"RPL4,ULK4,ACTB,RPL37,LARS,RPL41,RPS25,RPS27,NCEH1,DENND1B,GDI2,COX7C,CAP1,SF3B1,EP300,ATP6V1A,TPR,ITGB1,PCED1B"
"gene_set_query"	"47"	"0.3983"	"ATF3_H1HESC_HG19"	"ATF3"	"17"	"1262"	"0.1243"	"0.818"	"1.394"	"ENCODE--ChIP-seq"	"PANK3,CCNH,RPL41,PRRC2C,RPS29,DENND1B,AKAP10,APOLD1,SF3B1,RANBP2,MYO9A,GPAM,NFIB,TPR,TMEM232,ALS2,BMP2K"
"gene_set_query"	"48"	"0.4068"	"E2F4_MYOCYTE_MM9"	"E2F4"	"23"	"1794"	"0.1265"	"0.818"	"1.326"	"ENCODE--ChIP-seq"	"RPL4,SMC6,MEF2A,WSB1,HIF1A,RPL41,ATR,COX7C,AKAP10,RANBP2,MYEF2,CMSS1,AXL,SNX14,PPIP5K2,SPECC1L,SQSTM1,RASAL2,FUT8,TPR,MTCL1,NFAT5,ADSS"
"gene_set_query"	"49"	"0.4153"	"NFIC_SKNSH_HG19"	"NFIC"	"9"	"587"	"0.1275"	"0.818"	"1.59"	"ENCODE--ChIP-seq"	"MXRA8,KANK2,ANKRD50,LOXL1,SKIL,HMGA2,HSPB1,LAMC1,SH3D19"
"gene_set_query"	"50"	"0.4237"	"E2F6_A549_HG19"	"E2F6"	"18"	"1357"	"0.1288"	"0.818"	"1.372"	"ENCODE--ChIP-seq"	"MEF2A,ACTN1,ACSL4,RNPC3,HIF1A,PRELID2,DNAH14,ATR,AKAP10,RANBP2,MYEF2,PPP1CB,RASAL2,UQCC1,SMAD5,AHI1,HSPB1,EYA4"
"gene_set_query"	"51"	"0.4322"	"USF1_C2C12_MM9"	"USF1"	"22"	"1719"	"0.1335"	"0.818"	"1.324"	"ENCODE--ChIP-seq"	"PANK3,CCNH,WSB1,ACTN1,ATG10,INTU,HIF1A,PRRC2C,NCEH1,SLC35F6,GDI2,AKAP10,CAP1,KANK2,SLC20A2,RANBP2,MYO9A,ADNP,ATP6V1A,SPECC1,HMGA2,BMP2K"
"gene_set_query"	"52"	"0.4407"	"YY1_HEPG2_HG19"	"YY1"	"12"	"849"	"0.1364"	"0.818"	"1.464"	"ENCODE--ChIP-seq"	"RPL37,DDX17,INTU,RPL41,RPS27,ATR,SF3B1,SNX14,SMCHD1,TPR,RASA1,DSG2"
"gene_set_query"	"53"	"0.4492"	"ARID3A_HEPG2_HG19"	"ARID3A"	"23"	"1828"	"0.1438"	"0.818"	"1.301"	"ENCODE--ChIP-seq"	"CCNH,ULK4,ACTB,CDC27,RPL37,MEF2A,ATG10,HIF1A,LARS,SMARCA1,RPS27,NCEH1,ATR,GDI2,SF3B1,PPP1CB,ITPR2,SKIL,SPECC1,ITGB1,HIBCH,ALS2,MAT2A"
"gene_set_query"	"54"	"0.4576"	"MBD4_HEPG2_HG19"	"MBD4"	"21"	"1672"	"0.1571"	"0.858"	"1.299"	"ENCODE--ChIP-seq"	"GLS,DLEU1,RPL37,RNPC3,LARS,RPL41,NR2F1,CCDC88A,RPS27,NCEH1,ATR,COX7C,SF3B1,RANBP2,SNX14,PPP1CB,CAMKMT,UQCC1,HIBCH,DSP,ALS2"
"gene_set_query"	"55"	"0.4661"	"PAX5_GM12891_HG19"	"PAX5"	"11"	"817"	"0.1837"	"0.922"	"1.393"	"ENCODE--ChIP-seq"	"ULK4,MXRA8,DENND1B,TAOK1,ADNP,FUT8,SKIL,AHI1,ITGB1,HSPB1,MAT2A"
"gene_set_query"	"56"	"0.4746"	"FOXP2_SKNMC_HG19"	"FOXP2"	"6"	"391"	"0.1871"	"0.922"	"1.591"	"ENCODE--ChIP-seq"	"CDC27,RPL37,WSB1,PPP1CB,NOTCH2,AHI1"
"gene_set_query"	"57"	"0.4831"	"HMGN3_K562_HG19"	"HMGN3"	"22"	"1830"	"0.1982"	"0.922"	"1.242"	"ENCODE--ChIP-seq"	"CDC27,ACSL4,LARS,PRELID2,CCDC88A,NCEH1,CALU,CAP1,KANK2,ANKRD50,SF3B1,RANBP2,MYO9A,GPAM,SNX14,LOXL1,SMCHD1,COL4A1,PHF21A,AHI1,RASA1,DSG2"
"gene_set_query"	"58"	"0.4915"	"MAFF_HEPG2_HG19"	"MAFF"	"22"	"1834"	"0.2008"	"0.922"	"1.24"	"ENCODE--ChIP-seq"	"ULK4,ACTB,CDC27,RPL37,WSB1,HIF1A,LARS,PRELID2,RPL41,CCDC88A,RPS27,RPS29,CALU,ATR,COX7C,SF3B1,RANBP2,RASAL2,DST,RASA1,NFAT5,MAT2A"
"gene_set_query"	"59"	"0.5"	"IKZF1_GM12878_HG19"	"IKZF1"	"22"	"1836"	"0.2021"	"0.922"	"1.238"	"ENCODE--ChIP-seq"	"CCNH,GLS,WSB1,KCNQ5,HACD2,CCDC88A,NCEH1,RPS29,DENND1B,SMG1,FLNA,CASC4,ATP6V1A,TPR,SKIL,ITGB1,LAMC1,HIBCH,RASA1,DSG2,L3MBTL4,NFAT5"
"gene_set_query"	"60"	"0.5085"	"RFX5_H1HESC_HG19"	"RFX5"	"22"	"1849"	"0.2106"	"0.924"	"1.229"	"ENCODE--ChIP-seq"	"PANK3,ACTB,RPL37,SOX4,CCBE1,WSB1,PIK3R1,HIF1A,RPS25,CCDC88A,RPS29,ATR,UCHL1,MDFIC,TAGLN,FSTL1,CAMKMT,STK33,SMAD5,AHI1,ALS2,MAT2A"
"gene_set_query"	"61"	"0.5169"	"ZNF263_K562_HG19"	"ZNF263"	"11"	"849"	"0.2154"	"0.924"	"1.34"	"ENCODE--ChIP-seq"	"ACTB,MYC,CDC27,PIK3R1,RPS25,KANK1,SNX14,MSI2,IGF1R,PHF21A,FUT8"
"gene_set_query"	"62"	"0.5254"	"ZKSCAN1_HELAS3_HG19"	"ZKSCAN1"	"22"	"1857"	"0.2159"	"0.924"	"1.224"	"ENCODE--ChIP-seq"	"PANK3,CCNH,RPL37,CCDC93,ACTN1,TMTC2,HIF1A,CCDC88A,ATR,GDI2,SLC20A2,RANBP2,MYO9A,AXL,SNX14,KIRREL1,COL4A4,SPECC1,SMAD5,AHI1,ALS2,MAT2A"
"gene_set_query"	"63"	"0.5339"	"EGR1_MCF7_HG19"	"EGR1"	"9"	"672"	"0.2166"	"0.924"	"1.386"	"ENCODE--ChIP-seq"	"PIK3R1,HACD2,DNAH14,RPS27,DENND1B,MYO9A,CAMKMT,SKIL,HSPB1"
"gene_set_query"	"64"	"0.5424"	"STAT1_HELAS3_HG19"	"STAT1"	"11"	"856"	"0.2227"	"0.931"	"1.329"	"ENCODE--ChIP-seq"	"PANK3,SMC6,WSB1,DNAH14,NOX4,SMG1,COX7C,APOLD1,SPECC1L,LPP,HIBCH"
"gene_set_query"	"65"	"0.5508"	"SP1_H1HESC_HG19"	"SP1"	"19"	"1611"	"0.2398"	"0.953"	"1.218"	"ENCODE--ChIP-seq"	"CCNH,ACTB,RPL37,SOX4,ACTN1,LARS,PRELID2,RPL41,CCDC88A,RPS27,RPS29,CALU,ATR,GDI2,UCHL1,CASC4,LOXL1,MAT2A,ADSS"
