Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"25"	"0.08418"	"NFIC"	"NFIC"	"49"	"1446"	"0.04006"	"0.419"	"1.33"	"ReMap--ChIP-seq"	"MT-CO1,MT-ND2,CREB3L2,DDIT4,MT-CO3,ATF6,RDX,FN1,ELL2,ANXA2,MYOF,PHLDA2,NEAT1,MALAT1,CD151,GLIS2,MSC-AS1,CDK6,MT-CYB,MOXD1,DUSP10,SEMA3C,MALT1,AHNAK2,KLF7,ZMYND8,ACTB,FTH1,B2M,ACTN1,ACTN4,MT-ATP6,ANKRD1,NCOA3,MIR222HG,ACTG1,ARID5B,LTBP3,ZFP36L2,HMGA2,AFDN,TAB2,SLC2A1,LAMC1,DDAH1,MYH9,ATP1A1,LAMB1,VIM"
"gene_set_query"	"26"	"0.08754"	"GATA2"	"GATA2"	"49"	"1448"	"0.04081"	"0.419"	"1.328"	"ReMap--ChIP-seq"	"GMFB,TES,MT-CO1,MT-ND2,ATP5IF1,DDIT4,MT-CO3,ATF6,NEDD4L,CDK17,TIPARP,ELL2,FOS,ASAH1,RNF145,APEX1,NEAT1,MALAT1,LINC01578,UAP1,PTPRB,MT-CYB,DUSP10,ASPH,GADD45GIP1,ZMYND8,ACTB,HERC3,ARL15,LIMCH1,EZR,MT-ATP6,PPP3CA,CAP1,GAB2,MLF2,RNF144B,KANSL1L,SMAD5,GULP1,AFDN,BAMBI,PHTF2,TSEN15,SLC2A1,MYH9,RALA,NAP1L1,VIM"
"gene_set_query"	"27"	"0.09091"	"GATA3"	"GATA3"	"49"	"1450"	"0.04158"	"0.419"	"1.326"	"ReMap--ChIP-seq"	"MT-CO1,MT-ND2,DDIT4,MT-CO3,ATF6,CADM1,EDEM1,RDX,ANXA2,MYOF,FOS,RNF145,MSI2,NEAT1,MALAT1,LINC01578,ITPR2,MT-CYB,DUSP10,PMEPA1,ASPH,SEMA3C,TXNRD1,SPARC,ZMYND8,HERC3,FTH1,ACTN1,ACTN4,EZR,MT-ATP6,PPP3CA,NCOA3,MLF2,RNF144B,MIR222HG,SH3RF2,MEGF9,LOXL1,ARID5B,ZFP36L2,UBE2H,BAMBI,DOCK5,YWHAZ,MYH9,IER5L,LAMB1,VIM"
"gene_set_query"	"28"	"0.09428"	"GATA1"	"GATA1"	"49"	"1451"	"0.04197"	"0.419"	"1.325"	"ReMap--ChIP-seq"	"TFRC,MT-CO1,MT-ND2,DDIT4,MT-CO3,ATF6,NEDD4L,ELL2,SH3BGRL3,FOS,PLIN2,RNF145,APEX1,MTREX,NEAT1,S100A6,MALAT1,LINC01578,ENY2,ITPR2,CDK6,MT-CYB,BMP2K,LEPROT,GADD45GIP1,TSPAN13,ZMYND8,ACTB,FTH1,PDK1,ARL15,EZR,RABGAP1L,MICAL2,MT-ATP6,SPTLC2,CAP1,MLF2,EPS15,ESYT2,SLC30A1,ZFP36L2,UBE2H,PHTF2,SLC2A1,ELF2,MYH9,PDLIM7,VIM"
"gene_set_query"	"29"	"0.09764"	"SOX2"	"SOX2"	"49"	"1451"	"0.04197"	"0.419"	"1.325"	"ReMap--ChIP-seq"	"TES,MT-CO1,MT-ND2,WLS,DDIT4,MT-CO3,ATF6,PRDX1,NEBL,ANXA2,MYOF,FOS,MSI2,PNISR,NEAT1,MALAT1,AAGAB,LINC01578,CDK6,MT-CYB,PPP1R12B,FYN,KLF7,TSPAN13,KLF5,ZMYND8,CBLB,ACTB,CSTF3,C2CD3,MT-ATP6,ANKRD1,GREB1L,KANSL1L,MEGF9,PPME1,ARID5B,USP53,HMGA2,GULP1,AFDN,CAPRIN1,COL5A2,TSEN15,LAMC1,YWHAZ,LUC7L2,ERBB4,VIM"
"gene_set_query"	"30"	"0.101"	"JUN"	"JUN"	"49"	"1452"	"0.04236"	"0.419"	"1.324"	"ReMap--ChIP-seq"	"MT-CO1,SLC4A2,MT-ND2,CREB3L2,DDIT4,MT-CO3,ATF3,SH3BGRL3,ANXA2,MYOF,EMP3,ZBTB38,NEAT1,S100A6,MALAT1,CD151,TNFRSF10B,PTPRB,MT-CYB,EIF4G1,DUSP10,PMEPA1,ASPH,LEPROT,GADD45GIP1,ZMYND8,ACTB,FTH1,ACTN4,CD109,MICAL2,PYCR1,PTK2,MT-ATP6,CAP1,EPS15,ESYT2,ZFP36L2,UBE2H,HSPA5,SLC2A1,DDAH1,HKDC1,MYH9,LAMA3,IER5L,ATP1A1,PDLIM7,VIM"
"gene_set_query"	"31"	"0.1044"	"HOXC11"	"HOXC11"	"5"	"77"	"0.04911"	"0.47"	"2.633"	"ReMap--ChIP-seq"	"MT-CO1,MT-ND2,MT-CO3,MT-CYB,MT-ATP6"
"gene_set_query"	"32"	"0.1077"	"KLF3"	"KLF3"	"48"	"1445"	"0.05394"	"0.501"	"1.303"	"ReMap--ChIP-seq"	"TES,MT-CO1,MT-ND2,WLS,MT-CO3,NCSTN,RDX,CLTC,GRN,IGFBP5,NEAT1,MALAT1,ERH,NPAS3,MOB4,MT-CYB,MMS22L,SEMA3C,FYN,TXNRD1,ARL15,STXBP6,C2CD3,SLC44A1,PTPRG,MT-ATP6,PCNA,PRICKLE1,NDUFA11,CHCHD3,PPIP5K2,PPME1,SCN9A,ARID5B,KCTD9,UBB,CAMTA1,SMAD5,AFDN,BAMBI,TAB2,LAMC1,YWHAZ,PEAK1,LAMA3,UACA,S100PBP,VIM"
"gene_set_query"	"33"	"0.1111"	"TEAD4"	"TEAD4"	"48"	"1449"	"0.05586"	"0.503"	"1.299"	"ReMap--ChIP-seq"	"MT-CO1,SLC4A2,MT-ND2,CREB3L2,DKK3,DDIT4,MT-CO3,NEDD4L,ANXA2,MYOF,FOS,NEAT1,MALAT1,LINC01578,CD151,GLIS2,CDK6,MT-CYB,PMEPA1,GAPDH,LEPROT,SEMA3C,GADD45GIP1,PFKP,ZMYND8,ACTB,FTH1,ACTN4,EZR,MICAL2,PTK2,MT-ATP6,MAP1LC3B,ANKRD1,NCOA3,ESYT2,ARID5B,LTBP3,ZFP36L2,GULP1,SLC2A1,LATS2,DDAH1,MYH9,IER5L,PDLIM7,LAMB1,VIM"
"gene_set_query"	"34"	"0.1145"	"PDX1"	"PDX1"	"48"	"1453"	"0.05784"	"0.505"	"1.295"	"ReMap--ChIP-seq"	"ATP5IF1,CREB3L2,DIP2B,WLS,HLCS,NDFIP2,CADM1,TIPARP,ELL2,ANXA2,ANGPTL2,PELI2,IGFBP5,ZBTB38,NEAT1,FOXP2,MALAT1,ERH,ROR1,GLIS3,CPD,OGT,DUSP10,PHACTR2,VPS13C,ASPH,ZMYND8,ARL15,ACTN4,THAP4,SOAT1,PFN2,PTK2,SIPA1L3,WARS,SLC20A2,EPS15,PEX14,ENPP2,ARID5B,KCTD8,GPD2,WDFY3,AFDN,YWHAZ,MYH9,ATP1A1,LAMB1"
"gene_set_query"	"35"	"0.1178"	"HES1"	"HES1"	"28"	"787"	"0.06067"	"0.515"	"1.399"	"ReMap--ChIP-seq"	"GMFB,MT-CO1,MT-ND2,MT-CO3,URI1,FAM221A,NDFIP2,LINC00430,SAMD5,USO1,FGF2,TMEM178B,LINC01578,OSBPL3,MT-CYB,SUMO1,TMEM41B,PPP1R3B,ZNF714,MT-ATP6,KCNT2,CHCHD3,TBL1XR1,WDFY3,USP53,HMGA2,ATP1A1,ZNF804A"
"gene_set_query"	"36"	"0.1212"	"TP53"	"TP53"	"46"	"1448"	"0.09708"	"0.791"	"1.244"	"ReMap--ChIP-seq"	"MT-CO1,MT-ND2,ATP5IF1,DDIT4,MT-CO3,ATF3,MLLT11,ANXA2,MMP14,FGF2,IGFBP5,NEAT1,S100A6,MALAT1,CD151,OSBPL3,TNFRSF10B,MCC,MT-CYB,GAPDH,LRP1,GADD45GIP1,AHNAK2,ACTB,FTH1,ACTN1,CSNK1E,MXRA8,MICAL2,PTK2,MT-ATP6,MLF2,PCNA,AKAP6,ESYT2,STEAP3,ACTG1,SLC30A1,LTBP3,ZFP36L2,HMGA2,DDAH1,MYH9,LUC7L2,PDLIM7,VIM"
"gene_set_query"	"37"	"0.1246"	"HIF1A"	"HIF1A"	"46"	"1450"	"0.09856"	"0.791"	"1.242"	"ReMap--ChIP-seq"	"TFRC,MT-CO1,SLC4A2,MT-ND2,DDIT4,MT-CO3,NEDD4L,ANXA2,MYOF,FOS,FABP5,NEAT1,S100A6,MALAT1,CD151,NPAS3,MT-CYB,ASPH,GAPDH,LRP1,AHNAK2,TSPAN13,MDGA1,PFKP,ZMYND8,ACTB,FTH1,ARL15,PTK2,C2CD3,SLC44A1,GDI2,MT-ATP6,NAALADL2,HSD17B2,ACTG1,PPME1,TBL1XR1,LTBP3,ZFP36L2,HMGA2,DLG1,LGALS3BP,SLC2A1,PTGIS,SHANK2"
"gene_set_query"	"38"	"0.1279"	"HOXB7"	"HOXB7"	"12"	"306"	"0.1022"	"0.799"	"1.547"	"ReMap--ChIP-seq"	"MT-CO1,MT-ND2,CREB3L2,MT-CO3,MT-CYB,PMEPA1,ASPH,MAL2,MT-ATP6,MAP1LC3B,MID1,SHANK2"
